Journal Name,keyword,text,Source Type
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,green,"(ages 46 and above) expressed skepticism regarding the credibility of online information and demonstrated a greater reliance on established organizations, such as Greenpeace and National Geographic, for depend­ able content. Gender disparities were also evident as female participants more frequently articulated the",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"able content. Gender disparities were also evident as female participants more frequently articulated the impact of community-oriented platforms and emotional narratives within sustainability communications. In contrast, male participants typically emphasized technical or factual dimensions of environmental concerns.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"healthcare sectors exhibited a propensity for deeper contemplation regarding the social ramifications of sustainable practices compared to their counterparts in engineering and sales, who concentrated more on practical barriers to adoption, such as product accessibility and cost.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"practical barriers to adoption, such as product accessibility and cost. The following sections will detail each component of sustainability-related content on social media and explain its impact on consumer responses. Table 2 summarizes the key findings, including selected",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"quotes from participant comments. Additionally, based on these findings, a conceptual framework shown in Figure 2 summarizes the effects of sustainability content components on consumers. Table 2.  Summary of the findings.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,Table 2.  Summary of the findings. Sustainability elements,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,elements Sustainability effect Sustainability effect,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,Sustainability effect Sustainability effect categories,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,media content Sustainable Information on social media,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,encounter sustainability information on,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,“I see a lot of sustainability content on,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"source for sustainability information,",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,stories and posts about eco-friendly products.” Sofia,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,climate,and discussions. The #ClimateCrisis hashtag is,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,and adopting eco-friendly products,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,corporate sustainability efforts and their impact.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,recycling,-Influences include recycling more diligently and,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,energy,diligently and reducing energy consumption.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,clean,“I’ve started organizing local clean-up events.” Sofia,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,A. HORRICH ET AL. Sustainability elements,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,elements Sustainability effect Sustainability effect,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,Sustainability effect Sustainability effect categories,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,Motivation for sustainable behavior,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,climate,"-Increased awareness about climate change, plastic",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,pollution,"change, plastic pollution, and conservation efforts.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,climate,“My awareness of the climate crisis has deepened thanks to,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,clean,participating in local clean-ups and supporting,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,supporting eco-friendly brands. “This awareness led me,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,green,Geographic and Greenpeace “I trust content from,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,Behavioral outcome Sustainable consumption,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"adopting sustainable habits, such as buying",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,such as buying eco-friendly products.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,adopting more sustainable practices.” Fares,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,-Barriers include higher costs of sustainable products and,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,Adam Sustainable purchase intention,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,frequent purchases of sustainable products.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,Examples include eco-friendly household items,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,“I’ve bought several eco-friendly products,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,zero-waste,challenges such as zero-waste weeks leads to increased,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,challenges such as zero-waste weeks leads to increased,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,leads to increased sustainable purchasing.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,5.1. Key relationships 5.1.1. Sustainable information on social media 5.1.1.1. Impact on environmental responsibility and awareness. Numerous participants emphasized,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"5.1.1.1. Impact on environmental responsibility and awareness. Numerous participants emphasized the substantial effect of sustainability-oriented content disseminated through social media platforms, including Instagram, Facebook, YouTube, Twitter, Pinterest and TikTok, in augmenting their sense of",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,articulated: “I frequently encounter posts on Facebook and Instagram regarding the reduction of plastic waste and the adoption of environmentally friendly practices. These posts typically encompass recommendations such as,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"adoption of environmentally friendly practices. These posts typically encompass recommendations such as repurposing containers, eschewing single-use plastics, or transitioning to sustainable brands. They not only prompt me to reflect on my own habits but also inspire me to undertake incremental actions, such as utilizing",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,water,"prompt me to reflect on my own habits but also inspire me to undertake incremental actions, such as utilizing my own water bottle or reusable shopping bag, which I had not previously contemplated.” This assertion illustrates how continual exposure to pragmatic guidance cultivates minor yet significant",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"“I often observe posts within environmental groups on Facebook where individuals recount their personal endeavors to embrace sustainable practices, such as cultivating their own vegetables or transitioning to renewable energy sources. What is particularly motivating is the manner in which these narratives engender",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,renewable,"endeavors to embrace sustainable practices, such as cultivating their own vegetables or transitioning to renewable energy sources. What is particularly motivating is the manner in which these narratives engender a sense of belonging to a larger movement, and I have commenced investigating methods to mitigate my",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,energy,"endeavors to embrace sustainable practices, such as cultivating their own vegetables or transitioning to renewable energy sources. What is particularly motivating is the manner in which these narratives engender a sense of belonging to a larger movement, and I have commenced investigating methods to mitigate my",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,renewable energy,"endeavors to embrace sustainable practices, such as cultivating their own vegetables or transitioning to renewable energy sources. What is particularly motivating is the manner in which these narratives engender a sense of belonging to a larger movement, and I have commenced investigating methods to mitigate my",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,carbon,"a sense of belonging to a larger movement, and I have commenced investigating methods to mitigate my own carbon footprint, such as utilizing public transportation more frequently or procuring second-hand goods.” Such comprehensive narratives underscore the effectiveness of social media in fostering a sense of",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"responsibility and heightened awareness resulting from social media content have translated into stronger intentions to engage in sustainable consumption behaviors. As Fatima commented, “They’ve inspired me to reduce my carbon footprint, starting with my diet,” indicating that this awareness prompts tangible",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable consumption,"responsibility and heightened awareness resulting from social media content have translated into stronger intentions to engage in sustainable consumption behaviors. As Fatima commented, “They’ve inspired me to reduce my carbon footprint, starting with my diet,” indicating that this awareness prompts tangible",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,carbon,"intentions to engage in sustainable consumption behaviors. As Fatima commented, “They’ve inspired me to reduce my carbon footprint, starting with my diet,” indicating that this awareness prompts tangible changes. Additionally, Fatima shared that Twitter discussions on the environmental impact of certain",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,clean,"changes. Additionally, Fatima shared that Twitter discussions on the environmental impact of certain foods motivated him to participate in local initiatives to clean the environment (Simeone & Scarpato, 2020).",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"5.1.2. Perceived credibility of information The perceived credibility of social media sources significantly influenced the impact of sustainability con­ tent on environmental awareness and responsibility. For instance, Sofia stated, “I only believe the most",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"tent on environmental awareness and responsibility. For instance, Sofia stated, “I only believe the most Figure 2.  Effect of social media on sustainable behavior.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,green,"A. HORRICH ET AL. in the content from National Geographic and Greenpeace,” indicating that trusted sources amplify the power of sustainability information. It is common for participants to verify information against official",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"in the content from National Geographic and Greenpeace,” indicating that trusted sources amplify the power of sustainability information. It is common for participants to verify information against official websites and scientific articles. This is exemplified by Fares, who cross-checks information across different",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,power,"in the content from National Geographic and Greenpeace,” indicating that trusted sources amplify the power of sustainability information. It is common for participants to verify information against official websites and scientific articles. This is exemplified by Fares, who cross-checks information across different",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,sources as reported in studies such as those of Severo et  al. (2023). 5.1.3. Environmental awareness and environmental responsibility leading to sustainable consumption intention and sustainable purchasing intention,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,5.1.3. Environmental awareness and environmental responsibility leading to sustainable consumption intention and sustainable purchasing intention The heightened environmental awareness and sense of responsibility fostered by social media platforms,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,The heightened environmental awareness and sense of responsibility fostered by social media platforms often culminate in a shift towards sustainable consumption and purchasing behaviors. Participants demonstrated a clear link between their environmental knowledge and their intention to make,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable consumption,The heightened environmental awareness and sense of responsibility fostered by social media platforms often culminate in a shift towards sustainable consumption and purchasing behaviors. Participants demonstrated a clear link between their environmental knowledge and their intention to make,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,water,"eco-conscious choices. For example, Sami shared that after watching a series of Instagram stories on water conservation, she started opting for water-efficient appliances. Also, Sami mentioned that he began prioritizing sustainable brands when shopping, inspired by Twitter threads highlighting the envi­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"water conservation, she started opting for water-efficient appliances. Also, Sami mentioned that he began prioritizing sustainable brands when shopping, inspired by Twitter threads highlighting the envi­ ronmental impact of various industries.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,power,"motivated her to adopt a minimalist wardrobe and support thrift stores. Such behavior shifts suggest that social media platforms are powerful tools for raising awareness and fostering actionable intentions, thereby bridging the gap between knowledge and action (Wang et al., 2022). Additionally, in line with",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"past research on positive spillover effects in pro-environmental behavior (Rodier et al., 2017; Wang et al., 2021), sustainable purchases tend to ‘spill over’ to a broader spectrum of sustainable actions, thereby reshaping behavioral patterns toward overall sustainable consumption. Ultimately, the interplay between",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"2021), sustainable purchases tend to ‘spill over’ to a broader spectrum of sustainable actions, thereby reshaping behavioral patterns toward overall sustainable consumption. Ultimately, the interplay between awareness, responsibility, and intention underscores the transformative potential of social media in driv­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable consumption,"2021), sustainable purchases tend to ‘spill over’ to a broader spectrum of sustainable actions, thereby reshaping behavioral patterns toward overall sustainable consumption. Ultimately, the interplay between awareness, responsibility, and intention underscores the transformative potential of social media in driv­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"awareness, responsibility, and intention underscores the transformative potential of social media in driv­ ing sustainable consumption and purchasing patterns. 5.2. Behavioral manifestation",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable consumption,"awareness, responsibility, and intention underscores the transformative potential of social media in driv­ ing sustainable consumption and purchasing patterns. 5.2. Behavioral manifestation",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"5.2. Behavioral manifestation The influence of social media content often translates into actual purchasing decisions and sustainable practices. For instance, Sonia was encouraged to start composting based on information she found on",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"Meanwhile, Malek noted that messages shared by professionals on LinkedIn motivated him to advo­ cate for sustainability in his workplace: “I realized that small changes could make a difference in my work environment, so I started pushing for waste",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"cate for sustainability in his workplace: “I realized that small changes could make a difference in my work environment, so I started pushing for waste segregation policies.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"5.3.1. Sources and exposure Participants reported frequent exposure to sustainability-related content across various social media plat­ forms. Feriel mentioned that Pinterest, in particular, featured numerous posts about sustainability, includ­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"Participants reported frequent exposure to sustainability-related content across various social media plat­ forms. Feriel mentioned that Pinterest, in particular, featured numerous posts about sustainability, includ­ ing infographics and DIY guides:",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,zero-waste,very inspiring.” “Pinterest infographics about zero-waste living gave me easy-to-follow ideas that I could immediately apply in my daily life.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,very inspiring.” “Pinterest infographics about zero-waste living gave me easy-to-follow ideas that I could immediately apply in my daily life.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"Similarly, Jamel highlighted that videos on Instagram provided actionable tips, stating: “Seeing quick, creative hacks to reduce waste made me realize that small changes could actually add up.” The widespread presence of environmental information across various platforms suggests that social",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"media is a significant source of environmental awareness (Saeed et  al., 2019), as well as practical ideas for concrete action towards achieving sustainability goals. 5.3.2. Content engagement",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"plastics (SUPs), an issue that has been thoroughly studied in past research (e.g. Raab et  al., 2023): “Seeing so many people sharing their own ideas and successes on reducing plastic waste encouraged me to do the same.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,zero-waste,"More specifically, he mentions: “Watching people document their zero-waste journey on YouTube gave me the push I needed to stick to my own goals.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"More specifically, he mentions: “Watching people document their zero-waste journey on YouTube gave me the push I needed to stick to my own goals.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"As predicted by extant topical research (e.g. Liu & Li, 2021), Jamel then began supporting brands prioritizing sustainability. 5.3.4. Source credibility and verification",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,green,"“I only act on information when I see it’s backed by research or shared by reputable organizations like Greenpeace or WWF.” (Khaled) For several respondents, this process of trust and verification appears thus essential for translating",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,water,"tion could aid environmental conservation: “I read about how much water is used in meat production, and that’s when I started looking into plant-based recipes.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"like Finland’s first ‘Meatless October’ campaign in 2013—can effectively frame and catalyze sustainability-oriented behaviors. By transforming private practices through publicly shared experiences, these campaigns empower individual participants themselves to experiment with and normalize new",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,power,"sustainability-oriented behaviors. By transforming private practices through publicly shared experiences, these campaigns empower individual participants themselves to experiment with and normalize new consumption practices, fostering both personal learning and collective identity in the service of environ­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"consumption practices, fostering both personal learning and collective identity in the service of environ­ mental sustainability. 5.3.6. Awareness to action",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"This example illustrates the direct link between raising awareness and altering behaviors. This out­ come matches Cayaban et  al. (2023)’s study, suggesting that raising awareness about sustainability may discourage fast fashion consumption.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,5.3.7. Barriers and facilitators Participants identified several factors that both hindered and facilitated their sustainable behaviors. A significant barrier was the higher cost of sustainable products compared to lower-cost substitutes. Out,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"Participants identified several factors that both hindered and facilitated their sustainable behaviors. A significant barrier was the higher cost of sustainable products compared to lower-cost substitutes. Out of many, Nizar expressed frustration, stating:",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,"of many, Nizar expressed frustration, stating: “I want to buy eco-friendly products, but they are often way more expensive than regular ones, which makes it difficult for me to stick to my values.”",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"it difficult for me to stick to my values.” Another common barrier was the perceived inaccessibility of specific sustainable options. Sonia noted: I live in a small town where finding ethical fashion brands or organic products is almost impossible, so I often",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"I live in a small town where finding ethical fashion brands or organic products is almost impossible, so I often have to settle for less sustainable choices.” However, enabling factors such as community support, influencers’ recommendations, and practical",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,eco-friendly,ence.” (Chourouk) “Being part of a Facebook group focused on eco-friendly living gave me practical advice and encouragement to keep going.” (Chourouk),Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,across diverse platforms. Khaled noted: “I joined a Facebook group where people share their experiences with sustainable farming. It’s been a gold­ mine of practical tips.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"In their scoping review, Muñoz-Martínez et  al. (2024) unveiled a broad range of internal and external factors that hinder or facilitate the adoption of sustainable dietary practices. They also emphasized the interdependence of both sets of factors. The results align with these findings, high­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"emphasized the interdependence of both sets of factors. The results align with these findings, high­ lighting the multifaceted nature of facilitators and inhibitors of sustainable behavior, extending beyond price.",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"Social proof served as a significant incentive for many respondents. Observing others engage in their own sustainable practices and challenges, provided credibility to their decisions and actions. For instance, Adam noted that seeing others successfully reduce waste on YouTube motivated him to continue his",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"own sustainable practices and challenges, provided credibility to their decisions and actions. For instance, Adam noted that seeing others successfully reduce waste on YouTube motivated him to continue his efforts:",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,zero-waste,efforts: “Watching people document their zero-waste journey on YouTube gave me the push I needed to stick to my own goals.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,efforts: “Watching people document their zero-waste journey on YouTube gave me the push I needed to stick to my own goals.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"own goals.” Likewise, commenting on observing people share sustainability-related content on LinkedIn, Malek stated:",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,Malek stated: “Seeing corporate leaders advocate for sustainability on LinkedIn inspired me to promote green initiatives in my own workplace.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,green,Malek stated: “Seeing corporate leaders advocate for sustainability on LinkedIn inspired me to promote green initiatives in my own workplace.”,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"conclusions regarding the influence of social validation. Notably, their research highlights the critical yet underrecognized role of informal waste collectors, known as ‘ve chai’ or scrap dealers, in moti­ vating residents toward sustainable behaviors. Acting much like ‘influencers’, the authors concluded",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"yet underrecognized role of informal waste collectors, known as ‘ve chai’ or scrap dealers, in moti­ vating residents toward sustainable behaviors. Acting much like ‘influencers’, the authors concluded that these actors should be integrated into formal waste management strategies. Incidentally, some",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,waste,"vating residents toward sustainable behaviors. Acting much like ‘influencers’, the authors concluded that these actors should be integrated into formal waste management strategies. Incidentally, some environmental NGOs and governments (e.g. the European Union’s #SustainableTogether and the",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"that these actors should be integrated into formal waste management strategies. Incidentally, some environmental NGOs and governments (e.g. the European Union’s #SustainableTogether and the United Nations Environment Programme’s Act Now) partner with sustainable influencers to broaden",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,environmental NGOs and governments (e.g. the European Union’s #SustainableTogether and the United Nations Environment Programme’s Act Now) partner with sustainable influencers to broaden their reach.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"Based on these key insights, we developed a conceptual model, illustrated in Figure 3, that demon­ strates how sustainability-related content on social media affects consumer behavior. This model outlines the interrelationships between different elements of sustainability narratives and their impact on con­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,strates how sustainability-related content on social media affects consumer behavior. This model outlines the interrelationships between different elements of sustainability narratives and their impact on con­ sumer actions.,Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"6.1. Overview This study examines the impact of sustainable information on social media on consumer behavior, focus­ ing on perceived environmental responsibility, increased environmental awareness and enhanced inten­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"ing on perceived environmental responsibility, increased environmental awareness and enhanced inten­ tions for sustainable consumption. By analyzing qualitative insights from a diversified sample of Tunisian respondents, this research identifies key motivators, perceived credibility, barriers, and tangible sustain­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable consumption,"ing on perceived environmental responsibility, increased environmental awareness and enhanced inten­ tions for sustainable consumption. By analyzing qualitative insights from a diversified sample of Tunisian respondents, this research identifies key motivators, perceived credibility, barriers, and tangible sustain­",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"able actions. The findings also reveal the nuanced role of different social media platforms and content types in fostering sustainable behaviors, integrating respondent experiences with existing literature to address the research questions (Arora et  al., 2023).",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"address the research questions (Arora et  al., 2023). 6.2. Key motivations for engaging with sustainability content Respondents frequently noted that engaging with sustainability content on platforms like Instagram,",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"6.2. Key motivations for engaging with sustainability content Respondents frequently noted that engaging with sustainability content on platforms like Instagram, Facebook, YouTube, and Pinterest was a source of inspiration and education. This aligns with existing",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"amplifying their influence. These findings support earlier research suggesting that exposure to sustainability-related content significantly enhances environmental knowledge and fosters a sense of responsibility (Severo et  al., 2023).",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainable,"Perceived credibility emerged as a critical factor moderating the relationship between content exposure and sustainable behavior. Meanwhile, several participants expressed skepticism toward UGC unless it included transparency or verification. Several respondents thus mentioned the importance of",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"findings of Lep et  al. (2020), which emphasize that source credibility has a significant influence on the perceived effectiveness of sustainability messaging. Verification procedures thus moderate the associa­ tion between exposure to sustainability content and sustainable behavioral outcomes. This finding is",Journal
Exploring_the_role_of_social_media _in_shaping_sustainable_consumer_behavior__a_qualitative_study,sustainability,"perceived effectiveness of sustainability messaging. Verification procedures thus moderate the associa­ tion between exposure to sustainability content and sustainable behavioral outcomes. This finding is consistent with previous research, such as that conducted by Knight et  al. (2022), which demonstrated",Journal
